-3.14159	43.2591
-3.12414	43.2496
-3.10669	43.238
-3.08923	43.2247
-3.07178	43.2097
-3.05433	43.1933
-3.03687	43.1758
-3.01942	43.1573
-3.00197	43.1381
-2.98451	43.1183
-2.96706	43.0982
-2.94961	43.078
-2.93215	43.0579
-2.9147	43.0381
-2.89725	43.0189
-2.87979	43.0004
-2.86234	42.9829
-2.84489	42.9666
-2.82743	42.9517
-2.80998	42.9384
-2.79253	42.9269
-2.77507	42.9174
-2.75762	42.9102
-2.74017	42.9055
-2.72271	42.9035
-2.70526	42.9043
-2.68781	42.9083
-2.67035	42.9156
-2.6529	42.9265
-2.63545	42.9411
-2.61799	42.9596
-2.60054	42.9824
-2.58309	43.0095
-2.56563	43.0413
-2.54818	43.0779
-2.53073	43.1196
-2.51327	43.1665
-2.49582	43.2188
-2.47837	43.2769
-2.46091	43.3409
-2.44346	43.4109
-2.42601	43.4873
-2.40855	43.5703
-2.3911	43.66
-2.37365	43.7567
-2.35619	43.8606
-2.33874	43.9717
-2.32129	44.0892
-2.30383	44.2121
-2.28638	44.3396
-2.26893	44.4705
-2.25147	44.604
-2.23402	44.7391
-2.21657	44.8747
-2.19911	45.0099
-2.18166	45.1438
-2.16421	45.2754
-2.14675	45.4036
-2.1293	45.5275
-2.11185	45.6462
-2.0944	45.7587
-2.07694	45.8639
-2.05949	45.961
-2.04204	46.0489
-2.02458	46.1269
-2.00713	46.1956
-1.98968	46.2555
-1.97222	46.3073
-1.95477	46.3519
-1.93732	46.3897
-1.91986	46.4217
-1.90241	46.4484
-1.88496	46.4706
-1.8675	46.489
-1.85005	46.5042
-1.8326	46.5169
-1.81514	46.528
-1.79769	46.538
-1.78024	46.5476
-1.76278	46.5576
-1.74533	46.5687
-1.72788	46.5815
-1.71042	46.5965
-1.69297	46.6132
-1.67552	46.6307
-1.65806	46.6484
-1.64061	46.6653
-1.62316	46.6807
-1.6057	46.6939
-1.58825	46.7039
-1.5708	46.7101
-1.55334	46.7117
-1.53589	46.7077
-1.51844	46.6976
-1.50098	46.6804
-1.48353	46.6554
-1.46608	46.6218
-1.44862	46.5788
-1.43117	46.5256
-1.41372	46.4615
-1.39626	46.3859
-1.37881	46.3
-1.36136	46.2054
-1.3439	46.1035
-1.32645	45.9957
-1.309	45.8837
-1.29154	45.7687
-1.27409	45.6525
-1.25664	45.5364
-1.23918	45.4219
-1.22173	45.3106
-1.20428	45.2038
-1.18682	45.1032
-1.16937	45.0102
-1.15192	44.9262
-1.13446	44.8528
-1.11701	44.7915
-1.09956	44.7437
-1.0821	44.7105
-1.06465	44.6912
-1.0472	44.6844
-1.02974	44.6892
-1.01229	44.7041
-0.994838	44.728
-0.977384	44.7598
-0.959931	44.7982
-0.942478	44.8419
-0.925025	44.8899
-0.907571	44.9409
-0.890118	44.9937
-0.872665	45.047
-0.855211	45.0998
-0.837758	45.1507
-0.820305	45.1987
-0.802851	45.2423
-0.785398	45.2806
-0.767945	45.3126
-0.750492	45.3386
-0.733038	45.3594
-0.715585	45.3758
-0.698132	45.3884
-0.680678	45.3979
-0.663225	45.4051
-0.645772	45.4107
-0.628319	45.4154
-0.610865	45.42
-0.593412	45.425
-0.575959	45.4313
-0.558505	45.4396
-0.541052	45.4506
-0.523599	45.465
-0.506145	45.4835
-0.488692	45.5068
-0.471239	45.5357
-0.453786	45.5706
-0.436332	45.6108
-0.418879	45.6552
-0.401426	45.703
-0.383972	45.7532
-0.366519	45.8047
-0.349066	45.8565
-0.331613	45.9078
-0.314159	45.9574
-0.296706	46.0045
-0.279253	46.048
-0.261799	46.0869
-0.244346	46.1203
-0.226893	46.1472
-0.20944	46.1666
-0.191986	46.1775
-0.174533	46.179
-0.15708	46.17
-0.139626	46.1498
-0.122173	46.1188
-0.10472	46.0776
-0.0872665	46.0267
-0.0698132	45.9669
-0.0523599	45.8987
-0.0349066	45.8227
-0.0174533	45.7396
0	45.6499
0.0174533	45.5542
0.0349066	45.4533
0.0523599	45.3476
0.0698132	45.2378
0.0872665	45.1245
0.10472	45.0084
0.122173	44.8899
0.139626	44.7698
0.15708	44.6486
0.174533	44.527
0.191986	44.4054
0.20944	44.2844
0.226893	44.1645
0.244346	44.0462
0.261799	43.9299
0.279253	43.8162
0.296706	43.7057
0.314159	43.5987
0.331613	43.4959
0.349066	43.3976
0.366519	43.3045
0.383972	43.217
0.401426	43.1356
0.418879	43.0609
0.436332	42.9933
0.453786	42.9334
0.471239	42.8816
0.488692	42.8384
0.506145	42.8038
0.523599	42.7777
0.541052	42.7601
0.558505	42.7508
0.575959	42.7499
0.593412	42.7572
0.610865	42.7728
0.628319	42.7964
0.645772	42.8281
0.663225	42.8678
0.680678	42.9153
0.698132	42.9708
0.715585	43.034
0.733038	43.1049
0.750492	43.1835
0.767945	43.2696
0.785398	43.3633
0.802851	43.4642
0.820305	43.5717
0.837758	43.6849
0.855211	43.8028
0.872665	43.9245
0.890118	44.0492
0.907571	44.1759
0.925025	44.3038
0.942478	44.432
0.959931	44.5595
0.977384	44.6855
0.994838	44.809
1.01229	44.9292
1.02974	45.0451
1.0472	45.156
1.06465	45.2608
1.0821	45.3586
1.09956	45.4487
1.11701	45.5301
1.13446	45.6025
1.15192	45.6656
1.16937	45.719
1.18682	45.7624
1.20428	45.7957
1.22173	45.8183
1.23918	45.8301
1.25664	45.8307
1.27409	45.8199
1.29154	45.7973
1.309	45.7626
1.32645	45.7155
1.3439	45.6557
1.36136	45.5829
1.37881	45.4967
1.39626	45.397
1.41372	45.2834
1.43117	45.1558
1.44862	45.0155
1.46608	44.864
1.48353	44.7029
1.50098	44.5335
1.51844	44.3575
1.53589	44.1764
1.55334	43.9916
1.5708	43.8047
1.58825	43.6171
1.6057	43.4305
1.62316	43.2463
1.64061	43.066
1.65806	42.8912
1.67552	42.7233
1.69297	42.5639
1.71042	42.4144
1.72788	42.2765
1.74533	42.1513
1.76278	42.0393
1.78024	41.9407
1.79769	41.8557
1.81514	41.7844
1.8326	41.727
1.85005	41.6838
1.8675	41.6548
1.88496	41.6404
1.90241	41.6407
1.91986	41.6558
1.93732	41.6859
1.95477	41.7314
1.97222	41.7922
1.98968	41.8687
2.00713	41.9609
2.02458	42.0692
2.04204	42.1936
2.05949	42.334
2.07694	42.4885
2.0944	42.6549
2.11185	42.8309
2.1293	43.0143
2.14675	43.2029
2.16421	43.3944
2.18166	43.5866
2.19911	43.7772
2.21657	43.964
2.23402	44.1448
2.25147	44.3173
2.26893	44.4792
2.28638	44.6284
2.30383	44.7626
2.32129	44.8796
2.33874	44.977
2.35619	45.0527
2.37365	45.1051
2.3911	45.135
2.40855	45.1438
2.42601	45.133
2.44346	45.104
2.46091	45.0582
2.47837	44.9972
2.49582	44.9224
2.51327	44.8352
2.53073	44.737
2.54818	44.6294
2.56563	44.5137
2.58309	44.3915
2.60054	44.2641
2.61799	44.133
2.63545	43.9997
2.6529	43.8656
2.67035	43.7321
2.68781	43.6008
2.70526	43.473
2.72271	43.3502
2.74017	43.2338
2.75762	43.1254
2.77507	43.0262
2.79253	42.9379
2.80998	42.8618
2.82743	42.7994
2.84489	42.7522
2.86234	42.7215
2.87979	42.7089
2.89725	42.7157
2.9147	42.7435
2.93215	42.7937
2.94961	42.8677
2.96706	42.9669
2.98451	43.0929
3.00197	43.2471
3.01942	43.2471
3.03687	43.2471
3.05433	43.2471
3.07178	43.2591
3.08923	43.2591
3.10669	43.2591
3.12414	43.2591
